sample_index,sample_id,baseline,phi_T_cls,phi_T_reg,phi_A_cls,phi_A_reg,phi_V_cls,phi_V_reg,cls_efficiency_residual,reg_efficiency_residual
0,-UacrmKiTn4$_$7,missing,-0.7218577067057292,0.51435546875,-0.23211161295572919,0.012353515624999995,0.4808247884114583,0.090869140625,1.6653345369377348e-16,0.0
1,-qDkUB0GgYY$_$5,missing,2.638997395833333,1.3443684895833334,1.1603597005208333,0.35569661458333335,1.5883382161458333,0.5987630208333334,8.881784197001252e-16,0.0
2,0utROiKxejc$_$1,missing,3.6873372395833335,0.6030761718750001,0.3555501302083333,-0.055712890625,-0.01920572916666667,-0.17392578125,0.0,0.0
3,0utROiKxejc$_$4,missing,2.6982014973958335,-0.5470052083333333,0.3596394856770833,0.026822916666666693,-0.4126993815104167,0.2186197916666667,4.440892098500626e-16,0.0
4,0y022OlZ3W0$_$3,missing,3.761220296223959,0.6162760416666667,0.7852528889973959,0.12945963541666666,0.45047505696614576,0.014029947916666653,0.0,1.1102230246251565e-16
5,0y022OlZ3W0$_$5,missing,3.5119222005208335,-0.6002929687500002,0.4970296223958333,-0.04897460937500001,0.14241536458333334,-0.09936523437499999,0.0,0.0
6,0y022OlZ3W0$_$8,missing,-0.7923736572265626,0.08980305989583334,-0.7198791503906251,0.07388509114583335,-0.7055206298828125,0.004817708333333344,0.0,2.7755575615628914e-17
7,101787$_$11,missing,0.5247395833333334,0.5087890625,0.4330037434895833,-0.08681640624999999,-0.6285196940104166,-0.05556640625000005,1.1102230246251565e-16,5.551115123125783e-17
8,101787$_$13,missing,0.14746093749999997,1.0175455729166667,1.02239990234375,-0.2742513020833333,0.19415283203125,-0.40452473958333335,0.0,1.1102230246251565e-16
9,101787$_$1,missing,1.6630045572916667,-0.035367838541666675,0.9357096354166666,-0.15131022135416666,0.3121744791666667,-0.2142985026041667,0.0,0.0
10,101787$_$5,missing,6.259002685546875,-1.5063232421875001,0.6922760009765625,-0.1256591796875,-0.1187591552734375,-0.016064453124999985,0.0,0.0
11,101787$_$7,missing,5.9796142578125,1.4631998697916666,0.24291992187499997,-0.055550130208333375,-0.06726074218749999,-0.09148763020833334,0.0,2.220446049250313e-16
12,101787$_$9,missing,-0.15291341145833331,0.25966796875000003,-1.1165364583333333,-0.18378906250000002,0.08292643229166666,-0.14228515625000004,2.220446049250313e-16,2.7755575615628914e-17
13,102408$_$2,missing,-0.9648234049479166,-0.10888722737630208,-0.32206217447916674,0.010021464029947916,-0.7717081705729166,0.022266642252604163,0.0,0.0
14,102408$_$5,missing,2.711710611979167,1.0326416015625002,1.6672770182291667,0.757470703125,1.5214029947916665,0.4692626953125,0.0,0.0
15,102408$_$9,missing,2.262369791666667,-0.15052083333333333,-1.767552693684896,0.5712565104166667,-0.5172780354817708,0.4630533854166668,2.220446049250313e-16,1.1102230246251565e-16
16,102858$_$20,missing,4.822591145833334,-1.2507080078125001,0.22255452473958334,0.06943359375,-0.16013590494791669,-0.07307128906249999,0.0,2.220446049250313e-16
17,102858$_$21,missing,2.715087890625,-0.6805338541666667,-0.279296875,0.09231770833333336,0.065185546875,-0.06100260416666664,0.0,0.0
18,102858$_$1,missing,0.10979715983072916,0.3043212890625,-0.30016072591145837,0.1403076171875,-0.15851338704427084,-0.22060546875,5.551115123125783e-17,2.7755575615628914e-17
19,102858$_$0,missing,2.090006510416667,0.20568033854166667,1.1402384440104165,0.1902750651041667,0.3752237955729167,-0.06592610677083333,0.0,0.0
20,102858$_$4,missing,5.126749674479167,2.0878255208333334,0.17167154947916663,0.0809895833333333,0.23917643229166674,0.050911458333333354,8.881784197001252e-16,0.0
21,102858$_$6,missing,0.15248616536458334,0.7363932291666667,0.5693715413411459,-0.037727864583333354,0.6112721761067708,-0.5187825520833333,0.0,5.551115123125783e-17
22,102858$_$10,missing,6.255045572916666,1.5263203938802086,0.22745768229166666,0.029829915364583307,0.15714518229166666,-0.12656046549479166,0.0,2.220446049250313e-16
23,102858$_$17,missing,3.530181884765625,-0.4452880859375,0.699249267578125,-0.05820312500000002,-0.251617431640625,-0.10227050781249997,0.0,1.1102230246251565e-16
24,102858$_$19,missing,-0.8594970703125,0.21822102864583331,-0.6442871093750001,-0.06407877604166667,0.0550537109375,-0.13426920572916667,0.0,4.163336342344337e-17
25,112433$_$10,missing,-0.1854712168375651,-0.05237833658854166,-0.4087378184000651,-0.05991007486979167,0.09124501546223958,0.055379231770833336,0.0,2.0816681711721685e-17
26,112433$_$3,missing,1.5154215494791665,0.34380696614583334,-0.7558186848958334,0.26255696614583335,-0.49300130208333337,0.15076497395833335,2.220446049250313e-16,1.1102230246251565e-16
27,112433$_$7,missing,3.974197387695313,-0.40554199218750003,0.35963439941406244,-0.06899414062500002,0.20574951171875,-0.12614746093750004,0.0,0.0
28,112433$_$6,missing,5.313883463541667,-1.6633789062500002,0.4016520182291667,-0.07773437499999997,0.08841959635416666,-0.04135742187499999,8.881784197001252e-16,0.0
29,117tQqLjza4$_$6,missing,2.0549723307291665,0.22699381510416666,0.9197794596354166,0.08541666666666664,0.7903849283854167,0.010734049479166646,0.0,0.0
30,11j7EfglCAs$_$2,missing,-1.1800944010416667,0.4207194010416667,-0.38627115885416663,-0.07683919270833332,-0.22977701822916669,-0.09295247395833334,2.220446049250313e-16,0.0
31,121128$_$10,missing,4.644266764322917,1.1499715169270834,0.009012858072916671,-0.1387736002604167,0.23685709635416669,-0.002115885416666668,8.881784197001252e-16,0.0
32,121128$_$1,missing,2.460205078125,0.7348063151041667,-0.1636199951171875,0.03302408854166669,0.9461212158203125,0.4620035807291666,0.0,2.220446049250313e-16
33,121128$_$0,missing,-0.11315917968749999,-0.048506673177083334,-0.96258544921875,-0.0050801595052083395,-0.06622314453125,0.017954508463541668,0.0,6.938893903907228e-18
34,121128$_$5,missing,4.770731608072916,1.1979329427083334,0.9484659830729166,0.01355794270833336,0.2454020182291667,-0.02330729166666663,0.0,2.220446049250313e-16
35,125344$_$0,missing,0.17649332682291669,0.2856770833333333,0.45383707682291663,-0.20260416666666672,-2.088338216145833,1.1524739583333334,2.220446049250313e-16,0.0
36,125676$_$0,missing,-1.2167154947916667,0.15042317708333336,-0.42350260416666674,-0.19479166666666667,-0.7557779947916666,0.08709309895833332,0.0,1.3877787807814457e-17
37,125676$_$4,missing,4.558349609375,1.4133789062500002,0.7018432617187499,0.1505859375,0.48236083984374994,0.24775390624999996,0.0,2.220446049250313e-16
38,128059$_$11,missing,3.173177083333333,-0.7523437500000001,-0.32572428385416663,0.1326171875,-0.17765299479166666,0.10410156249999995,0.0,2.220446049250313e-16
39,128059$_$12,missing,4.63775634765625,-0.98583984375,0.4404296875,0.013818359375000023,-0.02252197265625,-0.016259765624999995,0.0,0.0
40,128059$_$2,missing,2.984186808268229,-0.256195068359375,0.4654642740885417,-0.06781005859375001,0.7136789957682291,-0.21994018554687503,0.0,0.0
41,128059$_$7,missing,2.8907877604166665,1.3133138020833335,0.8356119791666667,0.1571126302083333,0.5953776041666666,0.20086263020833334,0.0,0.0
42,128059$_$6,missing,-0.8859456380208333,0.9482421875,-0.38423665364583337,0.04863281249999997,-0.5989583333333334,0.14062499999999997,0.0,0.0
43,128059$_$9,missing,1.1577250162760417,0.28377278645833337,0.8580729166666667,-0.2885904947916667,0.7302958170572916,-0.3160807291666667,0.0,5.551115123125783e-17
44,128763$_$12,missing,0.9569498697916667,0.23085734049479167,0.9617106119791666,-0.24630330403645834,0.04215494791666667,0.010758463541666664,2.220446049250313e-16,1.214306433183765e-17
45,128763$_$3,missing,5.689066569010416,-1.6047037760416667,0.5359903971354167,-0.06876627604166667,-0.18184407552083334,-0.05900065104166674,0.0,0.0
46,128763$_$2,missing,-0.77294921875,-0.10122070312500002,-0.85528564453125,-0.178759765625,-0.15374755859374997,-0.05825195312500001,0.0,5.551115123125783e-17
47,128763$_$5,missing,0.3125661214192708,0.09265340169270833,-0.6797587076822916,-0.12000834147135417,-0.16881815592447916,-0.042664591471354166,0.0,0.0
48,128763$_$7,missing,5.310384114583334,-0.9635742187500003,0.7170003255208334,-0.1263916015625,0.03780110677083333,-0.11550292968750003,0.0,2.220446049250313e-16
49,128763$_$8,missing,4.57257080078125,-0.7527587890625,0.9562377929687501,-0.25168457031249997,-0.1995849609375,-0.023925781250000035,0.0,2.220446049250313e-16
50,130456$_$11,missing,-0.17917887369791669,0.47734375,-0.10734049479166669,0.1623046875,-0.4545694986979167,0.061132812500000036,0.0,0.0
51,130456$_$3,missing,2.9723765055338545,-0.3836751302083333,0.26305643717447913,0.13434244791666666,-0.8169759114583333,0.2856608072916667,0.0,5.551115123125783e-17
52,130456$_$5,missing,6.094156901041667,-1.4305419921875002,0.3108927408854167,-0.03408203124999996,-0.41896565755208337,0.1376953125,8.881784197001252e-16,0.0
53,130456$_$4,missing,0.6429494222005208,0.05298970540364584,-0.7726999918619791,-0.01226298014322917,0.025899251302083336,0.03102315266927084,2.7755575615628914e-17,0.0
54,130456$_$7,missing,5.588724772135416,-1.3907633463541667,-0.07204182942708333,0.24326985677083335,0.010294596354166685,0.05115559895833333,0.0,2.220446049250313e-16
55,130456$_$6,missing,1.1006571451822915,0.15045572916666666,-0.5779164632161458,0.22506510416666672,-0.9264272054036459,0.40104166666666674,1.1102230246251565e-16,0.0
56,188343$_$13,missing,5.171946207682292,2.310546875,-0.10667928059895834,-0.06289062499999992,0.13526407877604163,-0.12499999999999994,8.881784197001252e-16,4.440892098500626e-16
57,188343$_$12,missing,2.291707356770833,-0.6677083333333333,0.4018147786458333,-0.016145833333333214,-0.04300944010416667,0.14713541666666666,0.0,0.0
58,188343$_$5,missing,2.0785725911458335,-0.3986979166666667,0.7033284505208333,-0.04654947916666668,0.5916341145833334,-0.0928385416666667,4.440892098500626e-16,0.0
59,188343$_$9,missing,-2.04931640625,1.2462076822916666,0.440185546875,0.05885416666666668,0.244140625,-0.025276692708333316,0.0,0.0
60,188343$_$8,missing,4.572530110677083,-1.3030598958333335,0.8464558919270833,-0.14173177083333333,0.17281087239583334,0.0715494791666667,8.881784197001252e-16,0.0
