sample_index,sample_id,word_index,word,wordpiece_tokens,wordpiece_start,wordpiece_end,signed_cls_effect,classification_sensitivity,support_cls,regression_effect,combined_score,combined_score_w1,combined_score_w2,combined_score_w3
0,-UacrmKiTn4$_$7,0,you,you,1,1,-0.16373702499999973,0.17447918749999988,0.005371081250000076,0.02626952032248174,0.004932584145227031,0.004840126298028374,0.017865937308770265,0.003219219513695896
0,-UacrmKiTn4$_$7,1,want,want,2,2,-0.46053066562499956,0.4712728281249997,0.005371081250000076,0.09104815870523443,0.013717990599092891,0.015107067990562743,0.03306804538169937,0.004684880141531887
0,-UacrmKiTn4$_$7,2,your,your,3,3,-0.8942058041666663,0.8942058041666663,0.0,0.16586911380290967,0.022495495726397984,0.03362423068602652,0.021946394783987713,0.011070977697962666
0,-UacrmKiTn4$_$7,3,lectures,lectures,4,4,-0.6306153093749995,0.6306153093749995,0.0,0.12080076038837415,0.016383236919510373,0.007700204031385074,0.01928822101512855,0.02308417256014804
0,-UacrmKiTn4$_$7,4,to,to,5,5,-1.095621819791666,1.095621819791666,0.0,0.19594724675019565,0.02657475132534984,0.019433851679995784,0.03183216001214803,0.029522615181790234
0,-UacrmKiTn4$_$7,5,be,be,6,6,-1.1022949968749995,1.1022949968749995,0.0,0.17828774750232684,0.02417973527472576,0.021597240727192702,0.02003515354409036,0.030648032885752075
0,-UacrmKiTn4$_$7,6,different,different,7,7,-0.29117846041666623,0.5958659104166666,0.15234372500000015,0.10117187102635701,0.052575425749479605,0.19444952471982635,0.0018014087899279932,0.01896199468113801
0,-UacrmKiTn4$_$7,7,than,than,8,8,-0.45182299166666623,0.472656308333333,0.010416658333333384,0.07329098979632045,0.012596570718476342,0.007406861721161967,0.010962211197142914,0.015587767472626099
0,-UacrmKiTn4$_$7,8,your,your,9,9,-0.38802090833333286,0.4293620124999998,0.02067055208333346,0.08250323136647535,0.016461143392815875,0.01708711879325012,0.0397096622545043,0.009594257106558571
0,-UacrmKiTn4$_$7,9,textbook,textbook,10,10,-0.09090176770833289,0.1498209468750001,0.029459589583333612,0.0366210927565893,0.012480105510906411,0.011601816837865007,0.034986463312161035,0.012093734769125678
0,-UacrmKiTn4$_$7,10,material,material,11,11,-0.8835449968749995,0.8835449968749995,0.0,0.18613278567790967,0.025243694795013236,0.028674098084268875,0.027328644741541664,0.01970791345784521
0,-UacrmKiTn4$_$7,11,",",",",12,12,-1.0402832781249995,1.0402832781249995,0.0,0.22630206694205585,0.03069153179306819,0.03043414635056832,0.03752196912139772,0.024863903579252496
0,-UacrmKiTn4$_$7,12,but,but,13,13,-0.8579916114583328,0.8579916114583328,0.0,0.17229815522829672,0.023367414980042016,0.020240538836829927,0.026230226382857186,0.024157245997620775
0,-UacrmKiTn4$_$7,13,it,it,14,14,-0.5849610124999995,0.5849610124999995,0.0,0.10851234644651395,0.014716658031039359,0.013640362034486405,0.01838751997227136,0.012588985387815846
0,-UacrmKiTn4$_$7,14,',',15,15,-0.40519213229166623,0.4989421156249996,0.04687499166666672,0.09461261183023438,0.02478671694183282,0.010816954188047293,0.018739015187893115,0.027032271252482733
0,-UacrmKiTn4$_$7,15,s,s,16,16,-0.37036140312499954,0.4816894864583331,0.055664041666666796,0.0963867003719011,0.027268913585286027,0.02068054950464499,0.03709986694662991,0.023368116687684078
